typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","504","MAR","Morocco","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"76291433.927","76291433.927","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","512","OMN","Oman","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"339.07","339.07","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","524","NPL","Nepal","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1756777.528","1756777.528","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","528","NLD","Netherlands","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"22891745.346","22891745.346","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","533","ABW","Aruba","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"7624.719","7624.719","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","554","NZL","New Zealand","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2468760.644","2468760.644","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","579","NOR","Norway","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"145699.219","145699.219","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","581","UMI","United States Minor Outlying Islands","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"17979.383","17979.383","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","586","PAK","Pakistan","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"123243038.208","123243038.208","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","591","PAN","Panama","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"13624574.856","13624574.856","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","600","PRY","Paraguay","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"57816.437","57816.437","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","604","PER","Peru","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"63036106.584","63036106.584","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","608","PHL","Philippines","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"24499261.251","24499261.251","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","616","POL","Poland","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2279179.444","2279179.444","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","620","PRT","Portugal","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"20729530.422","20729530.422","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","634","QAT","Qatar","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"220.25","220.25","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","642","ROU","Romania","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"51029.249","51029.249","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","660","AIA","Anguilla","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"283.283","283.283","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","662","LCA","Saint Lucia","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1880398.1","1880398.1","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","666","SPM","Saint Pierre and Miquelon","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"692433.725","692433.725","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","670","VCT","Saint Vincent and the Grenadines","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"122604.088","122604.088","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","682","SAU","Saudi Arabia","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"5756514.188","5756514.188","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","686","SEN","Senegal","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"503148.849","503148.849","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","688","SRB","Serbia","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1165564.771","1165564.771","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","699","IND","India","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"435251747.506","435251747.506","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","702","SGP","Singapore","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"43667.527","43667.527","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","703","SVK","Slovakia","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"500986.918","500986.918","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","704","VNM","Viet Nam","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"4705228.187","4705228.187","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","705","SVN","Slovenia","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"462198.225","462198.225","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","710","ZAF","South Africa","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2409707.472","2409707.472","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","724","ESP","Spain","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"50982302.777","50982302.777","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","728","SSD","South Sudan","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"120666.03","120666.03","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","740","SUR","Suriname","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"415109.573","415109.573","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","748","SWZ","Eswatini","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"139931.413","139931.413","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","752","SWE","Sweden","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"508067.531","508067.531","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","757","CHE","Switzerland","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1228520.866","1228520.866","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","760","SYR","Syria","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"45823.662","45823.662","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","764","THA","Thailand","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"15124013.053","15124013.053","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","780","TTO","Trinidad and Tobago","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"13512257.329","13512257.329","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","784","ARE","United Arab Emirates","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"194645153.068","194645153.068","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","792","TUR","Türkiye","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"160605655.831","160605655.831","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","796","TCA","Turks and Caicos Isds","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"15.215","15.215","4","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","800","UGA","Uganda","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1004524.827","1004524.827","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","804","UKR","Ukraine","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"39605.937","39605.937","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","807","MKD","North Macedonia","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"227221.548","227221.548","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","818","EGY","Egypt","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"36567804.442","36567804.442","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","826","GBR","United Kingdom","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"78261682.572","78261682.572","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","834","TZA","United Rep. of Tanzania","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"11204.511","11204.511","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","842","USA","USA","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"3434828616.985","3434828616.985","4","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","858","URY","Uruguay","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2803578.103","2803578.103","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","862","VEN","Venezuela","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"18439179.794","18439179.794","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","887","YEM","Yemen","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2938230.753","2938230.753","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","0","W00","World","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"169114879.958","169114879.958","4","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","32","ARG","Argentina","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"8968145.24","8968145.24","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","36","AUS","Australia","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"334556.5","334556.5","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","40","AUT","Austria","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"62171.9","62171.9","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","56","BEL","Belgium","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"5096615.56","5096615.56","4","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","68","BOL","Bolivia (Plurinational State of)","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"5198.801","5198.801","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","76","BRA","Brazil","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"11426748.78","11426748.78","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","84","BLZ","Belize","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"6804","6804","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","100","BGR","Bulgaria","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"33304","33304","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","124","CAN","Canada","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1037568.91","1037568.91","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","156","CHN","China","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"3297101.42","3297101.42","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","170","COL","Colombia","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"638928.7","638928.7","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","188","CRI","Costa Rica","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"421239.93","421239.93","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","192","CUB","Cuba","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"513519.96","513519.96","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","214","DOM","Dominican Rep.","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"85351.532","85351.532","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","218","ECU","Ecuador","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"719940.83","719940.83","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","251","FRA","France","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"6217668.74","6217668.74","4","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","276","DEU","Germany","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2297590.835","2297590.835","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","300","GRC","Greece","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"66990","66990","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","320","GTM","Guatemala","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"482002.2","482002.2","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","332","HTI","Haiti","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"8978.26","8978.26","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"118347.15","118347.15","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","348","HUN","Hungary","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1065930.42","1065930.42","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","372","IRL","Ireland","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"311409.47","311409.47","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","380","ITA","Italy","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"9135585.63","9135585.63","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","392","JPN","Japan","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"8640182.6","8640182.6","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","410","KOR","Rep. of Korea","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"152164.5","152164.5","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","484","MEX","Mexico","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"31780712.45","31780712.45","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","490","S19","Other Asia, nes","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"30460","30460","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","504","MAR","Morocco","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"143744.32","143744.32","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","528","NLD","Netherlands","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"6399301.46","6399301.46","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","558","NIC","Nicaragua","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"187570","187570","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","579","NOR","Norway","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"292731.36","292731.36","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","591","PAN","Panama","0","W00","World","H6","HS","true","07","Vegetables and certain roots and tubers; edible","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"263033.09","263033.09","0","false","true",
