typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","660","AIA","Anguilla","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21364","false","8","kg","21364","false","21364","false","0","false",,"5028.083","5028.083","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","666","SPM","Saint Pierre and Miquelon","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4869","false","8","kg","4869","false","4869","false","0","false",,"1147.62","1147.62","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","699","IND","India","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","326822","false","8","kg","326822","false","326822","false","0","false",,"76453.673","76453.673","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","724","ESP","Spain","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","103046","false","8","kg","103046","false","103046","false","0","false",,"24266.66","24266.66","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","764","THA","Thailand","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","505380","false","8","kg","505380","false","505380","false","0","false",,"118771.442","118771.442","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","792","TUR","Türkiye","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23834","false","8","kg","23834","false","23834","false","0","false",,"5612.036","5612.036","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","804","UKR","Ukraine","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9253","false","8","kg","9253","false","9253","false","0","false",,"3238.549","3238.549","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","826","GBR","United Kingdom","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","720997","false","8","kg","720997","false","720997","false","0","false",,"167467.777","167467.777","0","false","true",
"C","A","20250101","2025","52","2025","124","CAN","Canada","X","Export","842","USA","USA","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23896740","false","8","kg","23896740","false","23896740","false","0","false",,"38757489.075","38757489.075","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","0","W00","World","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","833717.509","false","8","kg","833717.509","false","833717.509","false","0","false",,"556994.453","556994.453","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","32","ARG","Argentina","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","82960","false","8","kg","82960","false","82960","false","0","false",,"32941.925","32941.925","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","76","BRA","Brazil","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23000","false","8","kg","23000","false","23000","false","0","false",,"27704.9","27704.9","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","170","COL","Colombia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","343.92","false","8","kg","343.92","false","343.92","false","0","false",,"1442","1442","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","192","CUB","Cuba","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","664400","false","8","kg","664400","false","664400","false","0","false",,"445972.43","445972.43","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","214","DOM","Dominican Rep.","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3420","false","8","kg","3420","false","3420","false","0","false",,"1263.378","1263.378","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","591","PAN","Panama","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1464.35","false","8","kg","1464.35","false","1464.35","false","0","false",,"3297.5","3297.5","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","792","TUR","Türkiye","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25000","false","8","kg","25000","false","25000","false","0","false",,"25367","25367","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","826","GBR","United Kingdom","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10213","false","8","kg","10213","false","10213","false","0","false",,"4233","4233","0","false","true",
"C","A","20250101","2025","52","2025","152","CHL","Chile","X","Export","862","VEN","Venezuela","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22916.239","false","8","kg","22916.239","false","22916.239","false","0","false",,"14772.32","14772.32","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","0","W00","World","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","275692.718","false","8","kg","275692.718","false","275692.718","false","0","false",,"639462","639462","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","8","ALB","Albania","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","200","false","8","kg","200","false","200","false","0","false",,"510","510","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","40","AUT","Austria","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","66.117","false","8","kg","66.117","false","66.117","false","0","false",,"254","254","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","70","BIH","Bosnia Herzegovina","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","60730.8","false","8","kg","60730.8","false","60730.8","false","0","false",,"82115","82115","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","100","BGR","Bulgaria","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","633.6","false","8","kg","633.6","false","633.6","false","0","false",,"863","863","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","203","CZE","Czechia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11480","false","8","kg","11480","false","11480","false","0","false",,"12700","12700","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","276","DEU","Germany","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1274.073","false","8","kg","1274.073","false","1274.073","false","0","false",,"3223","3223","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","348","HUN","Hungary","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","35826.5","false","8","kg","35826.5","false","35826.5","false","0","false",,"94580","94580","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","372","IRL","Ireland","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","192","false","8","kg","192","false","192","false","0","false",,"352","352","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","380","ITA","Italy","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2426","false","8","kg","2426","false","2426","false","0","false",,"2963","2963","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","499","MNE","Montenegro","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","31931.836","false","8","kg","31931.836","false","31931.836","false","0","false",,"83762","83762","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","528","NLD","Netherlands","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50.203","false","8","kg","50.203","false","50.203","false","0","false",,"183","183","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","616","POL","Poland","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","38","false","8","kg","38","false","38","false","0","false",,"106","106","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","642","ROU","Romania","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","154","false","8","kg","154","false","154","false","0","false",,"158","158","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","688","SRB","Serbia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2101.5","false","8","kg","2101.5","false","2101.5","false","0","false",,"5170","5170","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","705","SVN","Slovenia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","128187.724","false","8","kg","128187.724","false","128187.724","false","0","false",,"351046","351046","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","752","SWE","Sweden","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","399.365","false","8","kg","399.365","false","399.365","false","0","false",,"1432","1432","0","false","true",
"C","A","20250101","2025","52","2025","191","HRV","Croatia","X","Export","784","ARE","United Arab Emirates","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false",,"45","45","0","false","true",
"C","A","20250101","2025","52","2025","196","CYP","Cyprus","X","Export","0","W00","World","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","119478","false","8","kg","119478","false","119478","false","0","false",,"219613.351","219613.351","0","false","true",
"C","A","20250101","2025","52","2025","196","CYP","Cyprus","X","Export","300","GRC","Greece","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","107843","false","8","kg","107843","false","107843","false","0","false",,"195583.13","195583.13","0","false","true",
"C","A","20250101","2025","52","2025","196","CYP","Cyprus","X","Export","376","ISR","Israel","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2730","false","8","kg","2730","false","2730","false","0","false",,"6941.486","6941.486","0","false","true",
"C","A","20250101","2025","52","2025","196","CYP","Cyprus","X","Export","642","ROU","Romania","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8905","false","8","kg","8905","false","8905","false","0","false",,"17088.735","17088.735","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","29602240.034","true","-1","N/A","0","false","29602240.034","true","0","false",,"38695385","38695385","6","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","40","AUT","Austria","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2353764","false","8","kg","2353764","false","2353764","false","0","false",,"3097508","3097508","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","56","BEL","Belgium","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","117240.631","true","-1","N/A","0","false","117240.631","true","0","false",,"133601","133601","6","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","100","BGR","Bulgaria","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","69753.549","true","-1","N/A","0","false","69753.549","true","0","false",,"149720","149720","6","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","191","HRV","Croatia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","638650.775","true","-1","N/A","0","false","638650.775","true","0","false",,"781259","781259","6","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","208","DNK","Denmark","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5360","false","8","kg","5360","false","5360","false","0","false",,"10025","10025","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","233","EST","Estonia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","293173","false","8","kg","293173","false","293173","false","0","false",,"186238","186238","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","246","FIN","Finland","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4517.549","true","-1","N/A","0","false","4517.549","true","0","false",,"7479","7479","6","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","251","FRA","France","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","193780","false","8","kg","193780","false","193780","false","0","false",,"302689","302689","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","276","DEU","Germany","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2761168","false","8","kg","2761168","false","2761168","false","0","false",,"4619832","4619832","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","300","GRC","Greece","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","51306","false","8","kg","51306","false","51306","false","0","false",,"127306","127306","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","348","HUN","Hungary","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","898062","false","8","kg","898062","false","898062","false","0","false",,"1083808","1083808","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","372","IRL","Ireland","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7636","false","8","kg","7636","false","7636","false","0","false",,"24683","24683","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","380","ITA","Italy","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","63496.775","true","-1","N/A","0","false","63496.775","true","0","false",,"96878","96878","6","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","428","LVA","Latvia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22893","false","8","kg","22893","false","22893","false","0","false",,"27286","27286","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","440","LTU","Lithuania","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","132","false","8","kg","132","false","132","false","0","false",,"508","508","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","442","LUX","Luxembourg","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","999","false","8","kg","999","false","999","false","0","false",,"3113","3113","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","470","MLT","Malta","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false",,"18","18","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","528","NLD","Netherlands","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","104629","false","8","kg","104629","false","104629","false","0","false",,"187267","187267","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","568","E19","Other Europe, nes","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","193","false","8","kg","193","false","193","false","0","false",,"423","423","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","579","NOR","Norway","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2524396","false","8","kg","2524396","false","2524396","false","0","false",,"4990757","4990757","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","616","POL","Poland","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2356070","false","8","kg","2356070","false","2356070","false","0","false",,"3071255","3071255","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","620","PRT","Portugal","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","24793.873","true","-1","N/A","0","false","24793.873","true","0","false",,"52151","52151","6","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","642","ROU","Romania","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1772845","false","8","kg","1772845","false","1772845","false","0","false",,"944109","944109","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","688","SRB","Serbia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7560","false","8","kg","7560","false","7560","false","0","false",,"12567","12567","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","703","SVK","Slovakia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14560534","false","8","kg","14560534","false","14560534","false","0","false",,"17232285","17232285","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","705","SVN","Slovenia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","110209","false","8","kg","110209","false","110209","false","0","false",,"135901","135901","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","724","ESP","Spain","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22850.324","true","-1","N/A","0","false","22850.324","true","0","false",,"84427","84427","6","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","752","SWE","Sweden","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1112.324","true","-1","N/A","0","false","1112.324","true","0","false",,"2002","2002","6","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","757","CHE","Switzerland","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","191.236","true","-1","N/A","0","false","191.236","true","0","false",,"1053","1053","6","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","804","UKR","Ukraine","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","434","false","8","kg","434","false","434","false","0","false",,"2782","2782","0","false","true",
"C","A","20250101","2025","52","2025","203","CZE","Czechia","X","Export","826","GBR","United Kingdom","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","634488","false","8","kg","634488","false","634488","false","0","false",,"1326455","1326455","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","0","W00","World","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6900021","false","8","kg","6900021","false","6900021","false","0","false",,"14960086.357","14960086.357","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","40","AUT","Austria","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","433594","false","8","kg","433594","false","433594","false","0","false",,"1024032.256","1024032.256","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","56","BEL","Belgium","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1629661","false","8","kg","1629661","false","1629661","false","0","false",,"2080469.63","2080469.63","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","100","BGR","Bulgaria","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6106","false","8","kg","6106","false","6106","false","0","false",,"12088.845","12088.845","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","124","CAN","Canada","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","86","false","8","kg","86","false","86","false","0","false",,"668.837","668.837","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","191","HRV","Croatia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4328","false","8","kg","4328","false","4328","false","0","false",,"10364.357","10364.357","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","196","CYP","Cyprus","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","217","false","8","kg","217","false","217","false","0","false",,"465.116","465.116","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","203","CZE","Czechia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","701","false","8","kg","701","false","701","false","0","false",,"1540.946","1540.946","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","233","EST","Estonia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16635","false","8","kg","16635","false","16635","false","0","false",,"36584.808","36584.808","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","234","FRO","Faroe Isds","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","198911","false","8","kg","198911","false","198911","false","0","false",,"371504.339","371504.339","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","246","FIN","Finland","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","210490","false","8","kg","210490","false","210490","false","0","false",,"478055.099","478055.099","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","251","FRA","France","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","28905","false","8","kg","28905","false","28905","false","0","false",,"60470.956","60470.956","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","276","DEU","Germany","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","266962","false","8","kg","266962","false","266962","false","0","false",,"575289.623","575289.623","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","292","GIB","Gibraltar","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","363","false","8","kg","363","false","363","false","0","false",,"624.27","624.27","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","304","GRL","Greenland","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","442582","false","8","kg","442582","false","442582","false","0","false",,"874143.781","874143.781","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","51","false","8","kg","51","false","51","false","0","false",,"117.408","117.408","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","348","HUN","Hungary","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","29021","false","8","kg","29021","false","29021","false","0","false",,"60642.674","60642.674","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","352","ISL","Iceland","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","357869","false","8","kg","357869","false","357869","false","0","false",,"777211.09","777211.09","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","372","IRL","Ireland","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","69499","false","8","kg","69499","false","69499","false","0","false",,"146636.306","146636.306","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","428","LVA","Latvia","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23054","false","8","kg","23054","false","23054","false","0","false",,"35526.43","35526.43","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","440","LTU","Lithuania","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5167","false","8","kg","5167","false","5167","false","0","false",,"13868.907","13868.907","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","442","LUX","Luxembourg","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1592","false","8","kg","1592","false","1592","false","0","false",,"3125.221","3125.221","0","false","true",
"C","A","20250101","2025","52","2025","208","DNK","Denmark","X","Export","528","NLD","Netherlands","0","W00","World","H6","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","395533","false","8","kg","395533","false","395533","false","0","false",,"671612.315","671612.315","0","false","true",
